detail_id,transaction_id,item_id,quantity,payment_date,customer_id
1579,T0000001613,S001,3,2019-03-12 05:42:45,PL163921
1580,T0000001614,S004,1,2019-03-12 07:15:33,AS040841
1581,T0000001615,S001,1,2019-03-12 07:31:54,TS282800
1582,T0000001616,S002,1,2019-03-12 07:42:08,TS490052
1583,T0000001617,S005,1,2019-03-12 08:22:11,IK373014
1584,T0000001618,S001,1,2019-03-12 09:21:03,OA270440
1585,T0000001618,S005,1,2019-03-12 09:21:03,OA270440
1586,T0000001619,S002,1,2019-03-12 10:54:49,IK596141
1587,T0000001620,S002,1,2019-03-12 11:17:52,HI690734
1588,T0000001621,S002,1,2019-03-12 13:17:32,IK697935
1589,T0000001622,S005,1,2019-03-12 13:43:22,GD903830
1590,T0000001622,S004,1,2019-03-12 13:43:22,GD903830
1591,T0000001623,S005,1,2019-03-12 15:15:09,TS598952
1592,T0000001624,S004,1,2019-03-12 15:51:15,HD376302
1593,T0000001625,S001,2,2019-03-12 19:00:26,PL188221
1594,T0000001626,S004,1,2019-03-12 19:44:07,TS945403
1595,T0000001627,S003,1,2019-03-12 20:40:26,HI183093
1596,T0000001628,S001,4,2019-03-12 20:49:56,HI237883
1597,T0000001629,S002,1,2019-03-12 21:13:42,HI271061
1598,T0000001630,S005,1,2019-03-12 21:17:19,HD777083
1599,T0000001631,S001,3,2019-03-12 21:28:54,TS921837
1600,T0000001632,S001,3,2019-03-12 23:06:30,OA952474
1601,T0000001633,S004,1,2019-03-13 00:35:32,GD322464
1602,T0000001634,S002,1,2019-03-13 01:15:56,AS038564
1603,T0000001635,S002,1,2019-03-13 02:25:52,GD172229
1604,T0000001636,S005,1,2019-03-13 03:54:46,OA707923
1605,T0000001637,S005,1,2019-03-13 05:19:53,IK356680
1606,T0000001638,S002,1,2019-03-13 05:59:35,PL524403
1607,T0000001639,S002,1,2019-03-13 06:48:40,OA602923
1608,T0000001640,S005,1,2019-03-13 07:15:39,HD841739
1609,T0000001641,S005,1,2019-03-13 08:27:44,PL512535
1610,T0000001642,S005,1,2019-03-13 10:14:35,TS294433
1611,T0000001643,S005,1,2019-03-13 11:04:05,PL249372
1612,T0000001644,S001,2,2019-03-13 11:25:29,OA515865
1613,T0000001645,S001,1,2019-03-13 12:02:47,HI026312
1614,T0000001646,S005,1,2019-03-13 12:15:21,HI493527
1615,T0000001647,S001,1,2019-03-13 13:21:02,PL980001
1616,T0000001648,S001,2,2019-03-13 14:11:36,HI318091
1617,T0000001649,S005,1,2019-03-13 14:22:38,GD841278
1618,T0000001650,S002,2,2019-03-13 14:47:26,OA947794
1619,T0000001651,S002,1,2019-03-13 15:50:54,HI527630
1620,T0000001652,S004,1,2019-03-13 17:16:42,TS922639
1621,T0000001653,S001,1,2019-03-13 17:32:50,HI245631
1622,T0000001654,S002,1,2019-03-13 17:54:11,IK936381
1623,T0000001655,S001,1,2019-03-13 18:46:50,HI121657
1624,T0000001656,S005,1,2019-03-13 19:40:23,HI471204
1625,T0000001657,S005,1,2019-03-13 20:49:52,HD792156
1626,T0000001658,S002,2,2019-03-13 22:11:20,IK356680
1627,T0000001659,S004,1,2019-03-13 22:25:08,HI358653
1628,T0000001660,S003,1,2019-03-13 22:59:19,AS093634
1629,T0000001661,S001,1,2019-03-13 23:22:14,PL249372
1630,T0000001661,S005,1,2019-03-13 23:22:14,PL249372
1631,T0000001662,S004,1,2019-03-13 23:28:28,OA053175
1632,T0000001663,S001,1,2019-03-13 23:28:48,HD296947
1633,T0000001664,S001,3,2019-03-13 23:47:08,OA041099
1634,T0000001665,S002,1,2019-03-14 00:06:08,HI678237
1635,T0000001666,S005,2,2019-03-14 01:38:06,PL681254
1636,T0000001667,S005,1,2019-03-14 02:24:55,AS581751
1637,T0000001667,S002,1,2019-03-14 02:24:55,AS581751
1638,T0000001668,S001,1,2019-03-14 02:52:53,OA157445
1639,T0000001669,S005,1,2019-03-14 03:03:16,OA275501
1640,T0000001670,S005,1,2019-03-14 03:11:59,GD763297
1641,T0000001671,S001,3,2019-03-14 03:38:48,IK794489
1642,T0000001672,S004,1,2019-03-14 03:42:23,AS963520
1643,T0000001673,S001,1,2019-03-14 04:22:44,HD491284
1644,T0000001674,S002,1,2019-03-14 04:25:18,OA144055
1645,T0000001675,S002,1,2019-03-14 04:36:42,PL474958
1646,T0000001676,S003,2,2019-03-14 05:49:41,OA329115
1647,T0000001677,S002,1,2019-03-14 06:31:13,HD558047
1648,T0000001678,S005,1,2019-03-14 07:10:16,AS237205
1649,T0000001679,S005,1,2019-03-14 08:34:48,HD475088
1650,T0000001680,S004,1,2019-03-14 08:42:48,OA516337
1651,T0000001681,S002,1,2019-03-14 09:33:09,PL591140
1652,T0000001682,S002,1,2019-03-14 10:04:29,PL417119
1653,T0000001683,S001,1,2019-03-14 10:31:49,TS682265
1654,T0000001684,S005,1,2019-03-14 12:06:32,HI770056
1655,T0000001685,S005,1,2019-03-14 12:10:11,IK611614
1656,T0000001686,S001,1,2019-03-14 12:48:41,GD289362
1657,T0000001687,S004,1,2019-03-14 13:02:47,PL993952
1658,T0000001688,S001,1,2019-03-14 14:26:52,HI320690
1659,T0000001689,S001,1,2019-03-14 15:02:25,PL534834
1660,T0000001690,S003,1,2019-03-14 15:59:06,IK794489
1661,T0000001691,S002,1,2019-03-14 16:22:06,HD711126
1662,T0000001692,S001,1,2019-03-14 16:41:06,IK743897
1663,T0000001693,S001,4,2019-03-14 16:57:16,OA346394
1664,T0000001694,S002,1,2019-03-14 18:39:17,GD643063
1665,T0000001695,S002,3,2019-03-14 18:44:34,AS462973
1666,T0000001696,S003,1,2019-03-14 18:52:59,IK004574
1667,T0000001697,S004,1,2019-03-14 19:34:54,PL303162
1668,T0000001698,S001,1,2019-03-14 19:42:05,AS301190
1669,T0000001699,S005,1,2019-03-14 20:11:15,HI161247
1670,T0000001700,S002,2,2019-03-14 21:13:33,HD295267
1671,T0000001701,S001,1,2019-03-14 21:47:09,AS844339
1672,T0000001702,S001,1,2019-03-14 22:08:03,IK603991
1673,T0000001703,S001,1,2019-03-14 23:28:33,IK947853
1674,T0000001703,S001,1,2019-03-14 23:28:33,IK947853
1675,T0000001704,S003,1,2019-03-14 23:32:40,HD597545
1676,T0000001705,S004,1,2019-03-14 23:36:31,OA195904
1677,T0000001706,S003,1,2019-03-15 01:03:04,GD975752
1678,T0000001707,S001,1,2019-03-15 01:17:51,OA694885
1679,T0000001708,S001,1,2019-03-15 01:28:18,HI051235
1680,T0000001709,S001,1,2019-03-15 01:38:23,OA022685
1681,T0000001710,S005,1,2019-03-15 01:58:47,HD793729
1682,T0000001710,S003,1,2019-03-15 01:58:47,HD793729
1683,T0000001711,S005,1,2019-03-15 02:45:57,IK825670
1684,T0000001712,S001,1,2019-03-15 03:07:33,HI944908
1685,T0000001713,S002,3,2019-03-15 03:58:19,HI859298
1686,T0000001714,S003,1,2019-03-15 04:28:49,AS727718
1687,T0000001715,S002,1,2019-03-15 04:36:49,HD369528
1688,T0000001716,S005,1,2019-03-15 06:08:44,HD802475
1689,T0000001717,S001,1,2019-03-15 06:09:36,TS311478
1690,T0000001718,S001,1,2019-03-15 07:22:31,HD137947
1691,T0000001719,S003,2,2019-03-15 07:46:46,GD462529
1692,T0000001720,S003,1,2019-03-15 08:04:37,AS092688
1693,T0000001721,S001,2,2019-03-15 08:06:24,PL978177
1694,T0000001722,S001,1,2019-03-15 08:07:58,GD460851
1695,T0000001723,S004,1,2019-03-15 08:21:37,TS736914
1696,T0000001724,S001,1,2019-03-15 08:27:16,PL573375
1697,T0000001725,S001,2,2019-03-15 08:40:54,IK044135
1698,T0000001726,S003,1,2019-03-15 08:54:43,HI599756
1699,T0000001727,S005,1,2019-03-15 09:39:15,PL635475
1700,T0000001728,S002,1,2019-03-15 09:41:09,IK060981
1701,T0000001729,S001,2,2019-03-15 10:18:58,HD250940
1702,T0000001730,S002,2,2019-03-15 14:36:43,GD021809
1703,T0000001731,S003,1,2019-03-15 14:36:44,IK276561
1704,T0000001732,S005,1,2019-03-15 14:43:14,PL664277
1705,T0000001732,S001,1,2019-03-15 14:43:14,PL664277
1706,T0000001733,S001,2,2019-03-15 15:18:16,AS335390
1707,T0000001734,S003,1,2019-03-15 16:24:17,OA393462
1708,T0000001735,S002,1,2019-03-15 17:38:24,OA377206
1709,T0000001736,S004,1,2019-03-15 18:31:26,HI446535
1710,T0000001737,S003,1,2019-03-15 19:42:15,OA782311
1711,T0000001738,S001,1,2019-03-15 20:01:28,GD850501
1712,T0000001739,S005,1,2019-03-15 20:54:26,HI637417
1713,T0000001740,S001,2,2019-03-15 20:54:38,HD101700
1714,T0000001741,S004,1,2019-03-15 21:10:37,HD319220
1715,T0000001742,S002,1,2019-03-15 21:11:43,IK466573
1716,T0000001743,S001,1,2019-03-15 22:03:15,AS352269
1717,T0000001744,S005,1,2019-03-15 23:12:24,PL980829
1718,T0000001745,S005,1,2019-03-15 23:14:09,HI626820
1719,T0000001746,S005,1,2019-03-16 00:41:02,HI525283
1720,T0000001747,S002,1,2019-03-16 01:15:31,HD622485
1721,T0000001748,S005,1,2019-03-16 01:43:08,HD459783
1722,T0000001749,S003,1,2019-03-16 02:16:46,TS409844
1723,T0000001750,S005,1,2019-03-16 03:04:44,AS547635
1724,T0000001751,S004,1,2019-03-16 03:30:16,HI246920
1725,T0000001752,S001,1,2019-03-16 03:30:34,IK907713
1726,T0000001753,S003,1,2019-03-16 05:35:19,IK661529
1727,T0000001754,S005,1,2019-03-16 06:22:14,GD227601
1728,T0000001755,S004,1,2019-03-16 06:55:21,GD719026
1729,T0000001756,S005,1,2019-03-16 07:45:57,OA003684
1730,T0000001757,S001,1,2019-03-16 08:00:31,IK936381
1731,T0000001758,S001,1,2019-03-16 08:44:45,PL975652
1732,T0000001759,S001,1,2019-03-16 08:45:38,TS037478
1733,T0000001760,S004,1,2019-03-16 08:47:35,IK234815
1734,T0000001761,S004,1,2019-03-16 09:00:59,IK453239
1735,T0000001762,S005,1,2019-03-16 09:12:29,HI506119
1736,T0000001763,S005,1,2019-03-16 09:23:10,TS963433
1737,T0000001764,S001,1,2019-03-16 09:35:07,AS670699
1738,T0000001765,S005,1,2019-03-16 09:52:24,HI994796
1739,T0000001766,S001,1,2019-03-16 10:15:16,HI737185
1740,T0000001767,S001,1,2019-03-16 11:13:12,HI604733
1741,T0000001768,S002,1,2019-03-16 11:34:43,HD411688
1742,T0000001769,S002,1,2019-03-16 11:37:54,HI878806
1743,T0000001770,S005,1,2019-03-16 12:25:32,OA270440
1744,T0000001771,S005,1,2019-03-16 12:30:05,TS420082
1745,T0000001772,S003,2,2019-03-16 12:49:14,GD398654
1746,T0000001773,S005,1,2019-03-16 13:09:17,IK998240
1747,T0000001774,S001,1,2019-03-16 13:26:31,TS999231
1748,T0000001775,S005,1,2019-03-16 14:04:08,HI733623
1749,T0000001776,S002,1,2019-03-16 14:53:38,IK419862
1750,T0000001777,S005,1,2019-03-16 15:44:25,OA396508
1751,T0000001778,S004,1,2019-03-16 15:46:08,PL049278
1752,T0000001779,S001,1,2019-03-16 17:33:45,HD719737
1753,T0000001780,S005,1,2019-03-16 20:31:25,OA575737
1754,T0000001781,S002,1,2019-03-16 21:27:55,AS866028
1755,T0000001782,S002,1,2019-03-16 21:38:19,HI664739
1756,T0000001783,S001,1,2019-03-16 22:24:35,TS855513
1757,T0000001784,S001,1,2019-03-16 22:27:18,AS895302
1758,T0000001785,S005,1,2019-03-16 22:38:59,GD378149
1759,T0000001786,S005,1,2019-03-16 23:48:41,HI067846
1760,T0000001787,S005,1,2019-03-17 00:36:27,HI754267
1761,T0000001787,S002,1,2019-03-17 00:36:27,HI754267
1762,T0000001788,S001,1,2019-03-17 01:32:52,TS615394
1763,T0000001789,S004,1,2019-03-17 02:13:32,TS099117
1764,T0000001790,S005,1,2019-03-17 02:22:54,AS980426
1765,T0000001791,S003,1,2019-03-17 02:40:40,OA144055
1766,T0000001792,S002,1,2019-03-17 04:34:15,PL598638
1767,T0000001793,S002,1,2019-03-17 05:46:48,GD595676
1768,T0000001794,S004,1,2019-03-17 06:23:38,TS474137
1769,T0000001795,S005,1,2019-03-17 06:53:17,HI390909
1770,T0000001796,S002,2,2019-03-17 07:20:24,HD809345
1771,T0000001797,S001,1,2019-03-17 07:29:07,OA452734
1772,T0000001798,S005,1,2019-03-17 08:26:39,HD556323
1773,T0000001799,S002,1,2019-03-17 10:02:26,GD185040
1774,T0000001800,S002,2,2019-03-17 11:45:35,PL417119
1775,T0000001801,S002,1,2019-03-17 12:37:06,PL550068
1776,T0000001802,S005,1,2019-03-17 13:50:27,OA969891
1777,T0000001803,S001,1,2019-03-17 15:30:18,OA837154
1778,T0000001804,S001,1,2019-03-17 16:00:07,TS842808
1779,T0000001805,S002,1,2019-03-17 16:05:06,PL749842
1780,T0000001806,S001,1,2019-03-17 16:57:15,AS278780
1781,T0000001807,S005,1,2019-03-17 17:03:05,HD285695
1782,T0000001808,S001,1,2019-03-17 17:07:23,PL941345
1783,T0000001809,S002,1,2019-03-17 17:26:52,HI050277
1784,T0000001810,S004,1,2019-03-17 17:35:54,IK453239
1785,T0000001811,S002,2,2019-03-17 18:03:02,IK453226
1786,T0000001812,S005,1,2019-03-17 19:18:19,HI245631
1787,T0000001812,S005,1,2019-03-17 19:18:19,HI245631
1788,T0000001813,S002,1,2019-03-17 20:16:19,GD785491
1789,T0000001814,S002,2,2019-03-17 20:58:21,OA761455
1790,T0000001815,S004,1,2019-03-17 20:58:33,HD908685
1791,T0000001816,S001,1,2019-03-17 21:24:27,PL407755
1792,T0000001817,S005,1,2019-03-17 23:47:28,IK093147
1793,T0000001818,S005,1,2019-03-18 00:01:44,IK129813
1794,T0000001819,S003,2,2019-03-18 00:03:22,HD113386
1795,T0000001820,S005,1,2019-03-18 01:11:21,HD919452
1796,T0000001821,S005,1,2019-03-18 01:24:34,AS499893
1797,T0000001822,S001,2,2019-03-18 01:33:53,AS621407
1798,T0000001823,S005,1,2019-03-18 02:56:13,HD793729
1799,T0000001824,S004,1,2019-03-18 03:42:50,GD518514
1800,T0000001825,S001,2,2019-03-18 04:04:11,GD144013
1801,T0000001826,S001,2,2019-03-18 05:31:21,GD082396
1802,T0000001827,S001,1,2019-03-18 06:34:56,AS820169
1803,T0000001828,S003,1,2019-03-18 07:08:27,AS547635
1804,T0000001829,S003,1,2019-03-18 08:14:34,HI405294
1805,T0000001830,S002,2,2019-03-18 09:48:54,AS024181
1806,T0000001831,S001,1,2019-03-18 09:56:56,OA672463
1807,T0000001832,S001,1,2019-03-18 11:18:30,HD321813
1808,T0000001833,S002,1,2019-03-18 11:44:01,HI777712
1809,T0000001834,S005,1,2019-03-18 12:36:23,HD631824
1810,T0000001835,S001,1,2019-03-18 12:43:46,HD761271
1811,T0000001835,S001,1,2019-03-18 12:43:46,HD761271
1812,T0000001836,S005,1,2019-03-18 12:45:51,GD852474
1813,T0000001837,S003,1,2019-03-18 13:26:05,TS806267
1814,T0000001838,S004,1,2019-03-18 13:27:12,OA096601
1815,T0000001839,S001,2,2019-03-18 13:39:00,HI635742
1816,T0000001840,S002,2,2019-03-18 14:33:26,HD760983
1817,T0000001841,S004,1,2019-03-18 15:48:17,HD556323
1818,T0000001842,S001,1,2019-03-18 15:54:10,AS586641
1819,T0000001843,S001,1,2019-03-18 16:39:24,HD867526
1820,T0000001843,S005,1,2019-03-18 16:39:24,HD867526
1821,T0000001844,S001,2,2019-03-18 17:25:54,HD838779
1822,T0000001845,S005,1,2019-03-18 18:10:38,OA142331
1823,T0000001846,S001,1,2019-03-18 18:23:59,PL659352
1824,T0000001847,S003,1,2019-03-18 18:47:27,IK867288
1825,T0000001848,S001,1,2019-03-18 19:58:23,HD532552
1826,T0000001849,S001,1,2019-03-18 20:55:20,OA270348
1827,T0000001850,S001,1,2019-03-18 21:04:58,IK132840
1828,T0000001851,S003,1,2019-03-18 22:17:18,AS860362
1829,T0000001852,S002,1,2019-03-18 22:25:26,GD563129
1830,T0000001853,S002,1,2019-03-18 23:09:25,GD574913
1831,T0000001854,S005,1,2019-03-19 00:14:45,OA923215
1832,T0000001855,S002,2,2019-03-19 02:55:29,HD962462
1833,T0000001856,S001,1,2019-03-19 03:18:37,TS568764
1834,T0000001857,S005,1,2019-03-19 04:03:40,OA022685
1835,T0000001858,S005,1,2019-03-19 04:06:43,IK775424
1836,T0000001859,S002,1,2019-03-19 04:18:49,TS672241
1837,T0000001860,S003,1,2019-03-19 04:34:37,OA241695
1838,T0000001861,S005,1,2019-03-19 05:19:32,TS537121
1839,T0000001861,S001,2,2019-03-19 05:19:32,TS537121
1840,T0000001862,S004,1,2019-03-19 05:22:27,PL371198
1841,T0000001863,S002,2,2019-03-19 06:29:07,GD322464
1842,T0000001864,S005,2,2019-03-19 07:24:47,IK051737
1843,T0000001865,S001,1,2019-03-19 07:57:48,TS206784
1844,T0000001866,S003,1,2019-03-19 08:19:59,TS808488
1845,T0000001866,S005,1,2019-03-19 08:19:59,TS808488
1846,T0000001867,S001,2,2019-03-19 09:20:36,HI355281
1847,T0000001868,S004,1,2019-03-19 10:41:22,GD138948
1848,T0000001869,S003,1,2019-03-19 11:42:38,PL550068
1849,T0000001870,S002,1,2019-03-19 11:56:06,OA661244
1850,T0000001871,S005,1,2019-03-19 12:00:28,HI830026
1851,T0000001872,S004,1,2019-03-19 12:05:20,HD893931
1852,T0000001873,S001,1,2019-03-19 12:55:02,TS252991
1853,T0000001874,S001,1,2019-03-19 16:05:20,PL042341
1854,T0000001875,S001,1,2019-03-19 16:06:44,AS934534
1855,T0000001876,S003,1,2019-03-19 16:56:14,OA381877
1856,T0000001877,S001,2,2019-03-19 17:36:10,HD938156
1857,T0000001878,S003,1,2019-03-19 17:42:19,OA410852
1858,T0000001879,S005,1,2019-03-19 18:00:21,HD476620
1859,T0000001879,S001,1,2019-03-19 18:00:21,HD476620
1860,T0000001880,S002,1,2019-03-19 18:29:32,PL570199
1861,T0000001881,S005,1,2019-03-19 18:32:02,AS857991
1862,T0000001882,S003,1,2019-03-19 18:51:05,GD864823
1863,T0000001883,S001,2,2019-03-19 20:03:07,TS917520
1864,T0000001884,S003,1,2019-03-19 20:24:23,HI683278
1865,T0000001885,S001,3,2019-03-19 20:44:46,OA251840
1866,T0000001886,S005,1,2019-03-19 21:13:42,OA308429
1867,T0000001886,S002,2,2019-03-19 21:13:42,OA308429
1868,T0000001887,S005,1,2019-03-19 22:43:29,PL666694
1869,T0000001888,S002,1,2019-03-19 22:49:11,HI994023
1870,T0000001889,S001,1,2019-03-20 00:16:09,GD790125
1871,T0000001889,S005,1,2019-03-20 00:16:09,GD790125
1872,T0000001890,S001,1,2019-03-20 02:24:48,TS977703
1873,T0000001891,S002,2,2019-03-20 02:58:29,HD410257
1874,T0000001891,S004,1,2019-03-20 02:58:29,HD410257
1875,T0000001892,S002,1,2019-03-20 03:36:09,OA164489
1876,T0000001893,S001,3,2019-03-20 05:22:07,PL301503
1877,T0000001894,S001,2,2019-03-20 05:55:56,TS007439
1878,T0000001895,S005,1,2019-03-20 06:07:39,IK254439
1879,T0000001896,S004,1,2019-03-20 06:50:32,HI358653
1880,T0000001897,S001,3,2019-03-20 06:59:18,IK331136
1881,T0000001898,S005,1,2019-03-20 07:19:04,TS352488
1882,T0000001899,S005,1,2019-03-20 07:32:22,HD516896
1883,T0000001899,S005,1,2019-03-20 07:32:22,HD516896
1884,T0000001900,S005,1,2019-03-20 08:55:07,AS506797
1885,T0000001901,S001,1,2019-03-20 09:11:40,GD488064
1886,T0000001902,S004,1,2019-03-20 10:08:59,AS574816
1887,T0000001903,S001,1,2019-03-20 10:34:28,IK433428
1888,T0000001904,S001,1,2019-03-20 11:03:58,AS280744
1889,T0000001905,S004,1,2019-03-20 11:21:24,HD747321
1890,T0000001906,S001,1,2019-03-20 11:47:50,OA701687
1891,T0000001907,S002,1,2019-03-20 11:51:55,IK102369
1892,T0000001908,S005,1,2019-03-20 12:33:38,PL966052
1893,T0000001909,S003,2,2019-03-20 12:38:26,AS157629
1894,T0000001910,S002,1,2019-03-20 12:51:21,HD685879
1895,T0000001911,S005,1,2019-03-20 12:58:29,HD101792
1896,T0000001912,S005,1,2019-03-20 13:30:34,HI657393
1897,T0000001913,S005,1,2019-03-20 13:37:46,IK234815
1898,T0000001914,S002,1,2019-03-20 14:21:05,HD814444
1899,T0000001915,S003,1,2019-03-20 14:31:11,IK046372
1900,T0000001916,S005,1,2019-03-20 15:02:59,OA071756
1901,T0000001917,S003,1,2019-03-20 15:08:28,IK461411
1902,T0000001918,S005,1,2019-03-20 15:20:14,PL144435
1903,T0000001919,S002,1,2019-03-20 15:37:02,IK180880
1904,T0000001920,S003,1,2019-03-20 15:49:53,HD482972
1905,T0000001921,S003,1,2019-03-20 16:21:04,TS618494
1906,T0000001922,S004,1,2019-03-20 17:43:12,HI477055
1907,T0000001922,S002,1,2019-03-20 17:43:12,HI477055
1908,T0000001923,S005,1,2019-03-20 17:49:08,PL619936
1909,T0000001924,S001,1,2019-03-20 18:45:05,HI531972
1910,T0000001925,S004,1,2019-03-20 20:23:08,TS282800
1911,T0000001926,S004,1,2019-03-20 21:37:01,IK028579
1912,T0000001927,S004,1,2019-03-20 23:29:56,OA118869
1913,T0000001928,S003,1,2019-03-20 23:33:56,HI664739
1914,T0000001929,S002,1,2019-03-21 00:36:35,HD055368
1915,T0000001930,S001,1,2019-03-21 01:41:02,AS929514
1916,T0000001931,S004,1,2019-03-21 03:22:42,TS362290
1917,T0000001931,S005,1,2019-03-21 03:22:42,TS362290
1918,T0000001932,S001,1,2019-03-21 03:23:33,HD995428
1919,T0000001933,S003,1,2019-03-21 04:38:32,TS184897
1920,T0000001934,S005,1,2019-03-21 04:40:46,GD574867
1921,T0000001935,S005,1,2019-03-21 04:45:58,OA329115
1922,T0000001936,S001,1,2019-03-21 05:05:40,OA124956
1923,T0000001937,S005,1,2019-03-21 05:28:41,AS369194
1924,T0000001938,S005,1,2019-03-21 05:37:33,TS094676
1925,T0000001939,S005,1,2019-03-21 06:15:22,GD489324
1926,T0000001940,S001,1,2019-03-21 06:34:20,TS260662
1927,T0000001941,S001,1,2019-03-21 08:35:18,IK439676
1928,T0000001941,S001,1,2019-03-21 08:35:18,IK439676
1929,T0000001942,S002,1,2019-03-21 09:05:35,OA952474
1930,T0000001943,S005,1,2019-03-21 09:31:53,OA068305
1931,T0000001943,S005,1,2019-03-21 09:31:53,OA068305
1932,T0000001944,S001,1,2019-03-21 09:36:07,IK297810
1933,T0000001945,S005,1,2019-03-21 10:38:56,HI592803
1934,T0000001946,S005,1,2019-03-21 11:27:51,TS722194
1935,T0000001947,S001,1,2019-03-21 11:56:50,HI683278
1936,T0000001948,S005,1,2019-03-21 13:21:42,HD482972
1937,T0000001949,S003,1,2019-03-21 13:45:46,OA510985
1938,T0000001950,S001,1,2019-03-21 14:21:47,GD518514
1939,T0000001951,S003,1,2019-03-21 14:37:05,PL545617
1940,T0000001952,S001,1,2019-03-21 14:41:35,OA106766
1941,T0000001953,S004,1,2019-03-21 16:13:16,PL403622
1942,T0000001954,S004,1,2019-03-21 16:20:30,HI218595
1943,T0000001955,S001,1,2019-03-21 16:22:49,OA599080
1944,T0000001956,S001,1,2019-03-21 16:34:45,IK004090
1945,T0000001957,S005,1,2019-03-21 17:00:57,GD993938
1946,T0000001958,S001,1,2019-03-21 17:08:44,IK180880
1947,T0000001959,S001,1,2019-03-21 17:50:34,HD349501
1948,T0000001960,S004,1,2019-03-21 20:37:32,OA441851
1949,T0000001961,S005,1,2019-03-21 22:12:57,GD362521
1950,T0000001962,S005,1,2019-03-21 22:15:52,GD082270
1951,T0000001963,S001,1,2019-03-21 23:11:29,AS237205
1952,T0000001964,S005,1,2019-03-21 23:41:05,OA441851
1953,T0000001965,S005,1,2019-03-22 00:04:53,OA435380
1954,T0000001966,S005,1,2019-03-22 00:47:24,OA546013
1955,T0000001967,S002,1,2019-03-22 01:32:04,HD074397
1956,T0000001968,S002,2,2019-03-22 02:04:52,AS065870
1957,T0000001969,S002,2,2019-03-22 03:24:25,PL562542
1958,T0000001970,S002,1,2019-03-22 03:31:29,PL683089
1959,T0000001971,S002,1,2019-03-22 03:44:12,HD194702
1960,T0000001972,S005,1,2019-03-22 04:31:23,HI303118
1961,T0000001973,S005,1,2019-03-22 04:31:34,AS009013
1962,T0000001974,S001,1,2019-03-22 05:17:45,HI229277
1963,T0000001975,S004,1,2019-03-22 05:43:08,AS621407
1964,T0000001976,S002,1,2019-03-22 06:47:38,AS009013
1965,T0000001977,S002,1,2019-03-22 08:12:45,IK973289
1966,T0000001978,S002,1,2019-03-22 08:13:19,TS408289
1967,T0000001979,S004,1,2019-03-22 08:18:17,OA490350
1968,T0000001980,S001,1,2019-03-22 08:39:56,IK629720
1969,T0000001981,S005,1,2019-03-22 08:50:40,IK473112
1970,T0000001982,S002,1,2019-03-22 09:56:01,HD250940
1971,T0000001982,S005,1,2019-03-22 09:56:01,HD250940
1972,T0000001983,S003,1,2019-03-22 10:16:08,HI791416
1973,T0000001984,S003,1,2019-03-22 10:44:06,AS171842
1974,T0000001985,S005,2,2019-03-22 12:29:18,TS681471
1975,T0000001986,S003,1,2019-03-22 12:44:45,TS086426
1976,T0000001987,S003,1,2019-03-22 12:53:45,HD912521
1977,T0000001988,S002,2,2019-03-22 13:17:22,TS365803
1978,T0000001989,S001,2,2019-03-22 13:52:39,GD152773
1979,T0000001990,S001,2,2019-03-22 14:08:30,AS873051
1980,T0000001991,S004,1,2019-03-22 15:20:30,AS860362
1981,T0000001992,S004,1,2019-03-22 15:29:40,GD979485
1982,T0000001993,S002,1,2019-03-22 15:30:33,GD911056
1983,T0000001994,S005,1,2019-03-22 16:04:41,TS342811
1984,T0000001995,S005,1,2019-03-22 16:07:50,HD053694
1985,T0000001996,S004,1,2019-03-22 16:30:09,HI405294
1986,T0000001997,S003,1,2019-03-22 17:09:10,PL042341
1987,T0000001998,S002,1,2019-03-22 17:44:30,IK548249
1988,T0000001999,S002,1,2019-03-22 18:05:45,TS344152
1989,T0000002000,S003,1,2019-03-22 18:57:39,HI518408
1990,T0000002001,S003,1,2019-03-22 18:57:51,TS816344
1991,T0000002002,S001,2,2019-03-22 19:09:47,TS248015
1992,T0000002003,S001,1,2019-03-22 19:40:19,PL229747
1993,T0000002004,S003,1,2019-03-22 21:36:05,HD724900
1994,T0000002005,S001,1,2019-03-22 22:19:34,PL023264
1995,T0000002006,S002,3,2019-03-23 00:15:41,HD908685
1996,T0000002007,S005,1,2019-03-23 01:32:58,AS285092
1997,T0000002008,S004,1,2019-03-23 01:40:47,PL417414
1998,T0000002009,S002,1,2019-03-23 01:44:37,GD098828
1999,T0000002010,S001,1,2019-03-23 02:33:39,GD766190
2000,T0000002011,S004,1,2019-03-23 02:57:59,OA307560
2001,T0000002012,S005,1,2019-03-23 03:23:27,OA607825
2002,T0000002013,S004,1,2019-03-23 04:56:21,PL619936
2003,T0000002014,S002,3,2019-03-23 05:40:32,AS301190
2004,T0000002015,S003,1,2019-03-23 07:02:52,PL980001
2005,T0000002016,S001,1,2019-03-23 07:19:03,TS602569
2006,T0000002017,S004,1,2019-03-23 07:20:10,HD827887
2007,T0000002018,S002,1,2019-03-23 07:55:47,PL486566
2008,T0000002019,S005,1,2019-03-23 08:23:14,GD763218
2009,T0000002020,S001,1,2019-03-23 10:15:21,AS090627
2010,T0000002021,S003,1,2019-03-23 10:27:00,HI791682
2011,T0000002022,S005,1,2019-03-23 11:11:17,GD719151
2012,T0000002023,S005,1,2019-03-23 11:38:20,IK547632
2013,T0000002024,S002,1,2019-03-23 13:29:23,IK557821
2014,T0000002024,S001,1,2019-03-23 13:29:23,IK557821
